,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3898,2332-TODQS,1,0,0,0,48,1,1,0,-1,-1,-1,-1,-1,-1,2,0,4,25.05,1171.5,0
2527,8931-GJJIQ,1,0,0,0,9,1,1,3,0,0,0,0,0,1,1,1,1,83.3,803.3,1
2516,8245-UMPYT,1,1,0,0,16,1,1,3,0,0,0,0,1,1,1,1,1,96.4,1581.2,1
6303,6308-CQRBU,1,0,1,0,71,1,1,3,0,1,1,1,1,1,3,0,1,109.25,7707.7,0
2043,6557-BZXLQ,0,1,0,0,16,1,0,3,0,0,0,0,0,0,1,0,1,69.65,1043.3,0
4173,7858-GTZSP,1,0,0,0,12,1,1,3,0,0,0,0,0,1,1,1,1,86.55,1066.9,0
3912,3882-IYOIJ,1,0,1,1,60,1,1,3,1,1,1,1,1,1,3,0,4,115.25,6758.45,0
2769,5577-OTWWW,1,0,0,0,15,1,0,0,-1,-1,-1,-1,-1,-1,1,0,3,19.75,297.3,1
1845,4115-UMJFQ,0,0,0,0,69,0,-1,1,0,1,1,0,0,0,2,1,3,35.75,2492.25,0
225,6778-JFCMK,0,0,0,0,24,0,-1,1,1,0,0,0,1,1,2,1,2,50.6,1288.75,0
4512,0707-HOVVN,1,1,0,0,70,1,1,1,0,1,1,1,1,0,3,1,3,75.5,5212.65,0
3762,0430-IHCDJ,0,0,0,0,15,1,1,1,0,0,0,0,0,0,1,1,1,49.0,749.25,0
4995,7912-SYRQT,1,0,0,0,7,1,1,3,0,0,0,0,0,0,1,1,3,75.1,552.95,1
2424,5236-PERKL,1,0,0,0,57,1,1,3,1,1,1,0,1,1,3,1,3,112.95,6465,1
3152,9909-DFRJA,1,0,0,0,26,1,0,3,1,0,1,1,0,1,2,1,3,95.85,2475.35,0
651,2024-BASKD,1,0,0,0,1,1,0,3,0,0,1,0,0,0,1,1,2,74.6,74.6,1
5514,0623-GDISB,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,3,48.45,48.45,0
3102,0516-WJVXC,1,0,0,0,5,1,0,1,1,0,0,1,0,0,1,0,1,54.2,308.25,1
4470,8242-JSVBO,0,0,0,0,7,1,0,1,0,0,0,0,0,0,1,1,3,44.65,322.5,0
4342,5792-JALQC,1,1,0,0,52,1,1,1,1,0,1,0,0,0,3,0,3,59.85,3103.25,0
1319,1725-MIMXW,0,0,0,1,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,2,19.45,19.45,1
2111,3373-DIUUN,0,0,1,1,30,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,21.25,711.9,0
3603,1501-SGHBW,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,2,45.85,81,1
1614,3813-DHBBB,0,0,1,0,67,0,-1,1,1,1,0,1,0,1,3,1,3,50.95,3521.7,0
3048,1728-BQDMA,1,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,44.45,82.7,0
610,6543-CPZMK,0,0,1,1,9,0,-1,1,0,1,0,0,0,0,1,1,1,29.95,248.95,1
4474,1139-WUOAH,0,0,0,0,57,0,-1,1,0,0,1,1,1,1,3,0,4,53.35,3090.05,0
115,3071-VBYPO,0,0,1,1,3,1,0,3,1,1,0,0,1,0,1,0,1,89.85,248.4,0
1167,4189-NAKJS,0,0,0,0,26,1,1,1,0,0,0,0,0,0,2,1,4,51.55,1295.4,0
4165,9741-YLNTD,0,0,0,0,6,1,1,3,0,0,0,1,0,1,1,1,3,87.95,522.35,0
2944,5311-IHLEI,0,0,0,0,12,0,-1,1,1,1,0,1,1,0,1,1,3,50.95,605.75,0
1530,3703-VAVCL,0,0,1,1,2,1,0,3,0,0,1,1,0,1,1,0,4,90.0,190.05,1
1508,2811-POVEX,1,1,1,1,23,1,0,3,0,1,1,0,0,1,1,1,3,88.45,2130.55,0
565,5846-NEQVZ,0,0,1,1,71,1,0,1,1,0,1,1,0,1,3,1,4,70.85,4973.4,0
1062,1730-VFMWO,1,0,1,0,34,1,0,1,0,0,0,1,0,0,1,0,3,50.2,1815.3,0
3254,3629-ZNKXA,0,1,0,0,17,1,0,3,0,1,1,0,1,1,1,1,1,101.8,1752.45,0
3247,8853-TZDGH,1,0,0,0,72,1,1,3,0,1,1,1,1,1,3,1,3,111.6,8012.75,0
2874,8347-GDTMP,1,0,1,0,64,1,0,0,-1,-1,-1,-1,-1,-1,3,0,4,19.45,1225.65,0
506,8981-FJGLA,0,0,0,1,11,1,1,3,0,0,1,0,0,0,1,1,2,78.0,851.8,0
3150,6029-CSMJE,0,0,0,0,17,0,-1,1,0,0,0,0,0,0,1,1,2,25.65,440.2,0
2635,9953-ZMKSM,0,0,0,0,63,1,1,0,-1,-1,-1,-1,-1,-1,3,0,2,25.25,1559.3,0
5430,6331-LWDTQ,0,0,0,0,10,1,1,1,0,0,0,0,1,1,1,1,4,72.15,794.25,1
6630,1226-IENZN,0,1,0,0,16,1,0,3,0,0,0,0,0,1,1,1,1,78.75,1218.25,0
3418,4176-FXYBO,0,0,1,0,54,1,1,3,1,1,1,0,1,1,1,0,1,109.55,6118.95,0
784,5125-CNDSP,0,0,0,1,63,0,-1,1,1,1,0,1,0,0,2,1,3,40.6,2588.95,0
6437,2995-YWTCD,1,0,1,1,19,1,1,0,-1,-1,-1,-1,-1,-1,3,1,3,24.9,467.7,0
4117,6211-WWLTF,0,0,1,0,63,1,0,3,1,0,1,0,1,1,3,0,4,99.7,6330.4,0
1607,4154-AQUGT,0,1,1,0,13,1,0,3,0,1,0,1,0,1,1,1,3,89.05,1169.35,1
2084,1084-UQCHV,0,0,0,1,1,1,0,3,0,0,0,0,0,0,1,0,3,69.75,69.75,1
79,3887-PBQAO,1,0,1,1,45,1,1,0,-1,-1,-1,-1,-1,-1,2,1,4,25.9,1216.6,0
5440,4456-RHSNB,1,0,1,1,19,1,0,1,0,0,1,0,0,0,1,1,3,49.6,962.9,0
2197,8548-AWOFC,0,0,1,0,66,1,1,1,0,0,0,1,0,1,1,0,1,63.85,4264.6,0
1214,9866-QEVEE,0,0,0,0,19,1,1,3,0,0,0,0,0,1,1,1,3,86.0,1532.45,1
6607,7242-QZLXF,0,0,0,1,1,0,-1,1,0,0,0,0,0,0,1,1,1,25.3,25.3,1
5588,1660-HSOOQ,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,2,49.65,49.65,1
883,3199-NPKCN,1,0,1,0,67,1,1,3,1,0,1,1,1,1,2,1,1,111.25,7511.65,0
5291,1334-PDUKM,1,0,1,0,68,1,1,3,0,1,1,0,0,0,2,0,4,86.45,5762.95,0
1160,6242-MBHPK,1,1,1,0,23,1,0,3,1,0,0,0,1,1,1,1,1,95.1,2326.05,0
1998,7615-ESMYF,1,0,1,0,2,0,-1,1,0,0,0,0,1,1,1,0,1,44.6,97.1,1
6828,2005-DWQZJ,1,0,1,1,8,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,19.05,201.7,0
3858,0840-DCNZE,0,0,0,0,47,1,0,1,1,1,1,1,1,1,2,1,3,86.95,4138.9,0
2558,5380-XPJNZ,1,0,0,0,38,1,0,0,-1,-1,-1,-1,-1,-1,2,0,2,20.05,678.2,0
2841,9743-DQKQW,0,0,0,0,3,0,-1,1,0,0,0,0,0,0,1,0,1,25.1,79.8,0
6419,3865-ZYKAD,0,1,1,0,69,1,1,3,1,1,0,0,0,0,1,1,4,84.9,5785.65,0
1271,4598-ZADCK,1,0,0,0,53,0,-1,1,1,1,1,1,1,0,2,1,1,53.6,2879.2,0
6841,8217-QYOHV,0,0,0,0,5,1,0,1,1,0,0,1,0,0,1,1,2,55.75,266.95,0
4984,5236-XMZJY,1,0,0,0,42,1,0,1,1,1,1,0,0,0,1,0,3,59.65,2536.55,0
6721,6898-RBTLU,1,0,1,1,49,1,1,1,0,1,0,1,1,1,3,0,3,79.3,3902.45,0
6540,5203-XEHAX,1,0,0,0,34,1,0,1,1,1,0,0,0,1,2,0,1,64.35,2053.05,0
383,5167-ZFFMM,0,0,0,0,1,1,1,3,0,1,0,0,0,1,1,1,4,90.85,90.85,1
1069,8883-GRDWQ,0,1,0,0,20,1,0,1,1,0,0,1,0,0,2,0,2,54.0,1055.9,0
3852,7291-CDTMJ,0,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,1,3,19.65,19.65,0
5258,8634-CILSZ,0,0,0,0,69,1,1,3,0,1,0,1,1,1,2,1,3,104.7,7220.35,1
4068,3423-HHXAO,1,0,1,1,14,1,0,0,-1,-1,-1,-1,-1,-1,2,1,2,19.5,272,0
614,7138-GIRSH,0,0,0,0,50,1,1,1,0,0,1,1,0,1,3,0,3,69.5,3418.2,0
5204,4282-ACRXS,0,1,1,0,38,0,-1,1,0,0,0,0,0,0,1,1,1,24.85,955.75,0
179,3712-PKXZA,0,0,1,0,61,1,0,0,-1,-1,-1,-1,-1,-1,2,1,4,20.55,1252,0
2337,4612-THJBS,1,1,0,0,56,1,1,3,0,1,1,0,1,1,2,1,3,104.75,5510.65,1
3177,1814-WFGVS,0,0,1,1,72,0,-1,1,1,0,1,1,1,0,3,0,2,48.9,3527,0
2189,4195-PNGZS,0,0,1,1,69,1,1,0,-1,-1,-1,-1,-1,-1,3,0,3,24.45,1718.2,0
3773,8260-NGFNY,1,0,0,0,1,0,-1,1,0,0,0,0,0,0,1,0,2,25.2,25.2,1
125,4622-YNKIJ,0,0,0,0,33,1,0,3,1,0,0,1,1,0,3,1,1,88.95,3027.65,0
2358,6974-DAFLI,1,0,1,0,55,1,0,0,-1,-1,-1,-1,-1,-1,2,0,1,19.7,1140.05,0
2568,2266-FUBDZ,0,0,1,1,15,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,19.35,278.85,0
5476,6060-DRTNL,1,1,0,0,5,1,0,3,0,0,1,0,1,0,1,1,2,84.85,415.55,1
1288,2616-FLVQC,0,0,0,0,64,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,19.55,1240.15,0
762,7379-POKDZ,0,0,1,0,3,1,0,3,0,0,0,0,0,0,1,1,1,70.3,208.85,1
4140,2748-MYRVK,1,0,0,0,63,1,1,3,0,1,0,0,1,1,2,0,3,99.9,6137,1
1306,0201-OAMXR,1,0,0,0,70,1,1,3,1,1,1,1,1,1,2,0,4,115.55,8127.6,1
3130,0496-AHOOK,0,0,1,0,24,1,0,1,1,0,0,1,1,1,2,0,3,74.4,1712.9,0
2843,9371-BITHB,1,0,1,1,52,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,19.85,1070.5,0
3702,4818-QIUFN,1,1,0,0,20,1,1,3,1,0,0,0,0,0,1,1,1,79.15,1520.9,1
3916,5600-KTXFM,0,0,1,1,2,1,0,3,0,0,0,0,0,0,1,0,2,69.95,143.9,0
899,2267-FPIMA,0,0,1,0,50,1,1,3,1,1,0,0,0,1,1,1,4,94.4,4914.9,0
6845,6127-IYJOZ,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,2,45.85,45.85,0
5925,1840-BIUOG,0,0,0,0,20,1,1,1,0,1,0,1,1,0,2,1,1,68.7,1416.2,0
4059,3415-TAILE,1,0,1,1,2,1,0,1,0,0,0,0,1,1,1,0,2,65.7,134.35,1
3430,9391-LMANN,0,0,0,1,53,1,0,3,1,1,1,0,0,1,2,0,1,95.95,5036.9,0
1156,0621-CXBKL,1,0,0,0,53,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,18.7,1005.7,0
3982,9365-CSLBQ,0,0,0,1,71,1,1,0,-1,-1,-1,-1,-1,-1,3,0,2,24.35,1654.6,0
6404,1428-IEDPR,0,0,0,0,52,1,1,3,1,0,1,1,1,1,3,1,1,109.3,5731.4,0
4716,5176-OLSKT,1,0,1,0,66,1,1,1,1,1,1,0,0,0,3,0,3,66.9,4370.25,0
2813,6484-LATFU,0,0,0,0,68,1,1,0,-1,-1,-1,-1,-1,-1,3,0,2,24.55,1657.4,0
4090,1453-RZFON,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,2,49.9,49.9,0
5798,4548-SDBKE,1,0,0,0,5,1,1,3,0,0,0,0,1,0,1,1,1,85.2,474.8,1
44,4080-IIARD,1,0,1,0,13,1,1,1,1,1,0,1,1,0,1,1,1,76.2,981.45,0
654,4160-AMJTL,1,1,0,0,8,1,0,0,-1,-1,-1,-1,-1,-1,1,0,1,19.65,164.3,1
3303,7786-WBJYI,1,0,0,0,4,1,1,3,0,1,0,0,0,0,1,0,3,77.95,305.55,1
2446,9492-TOKRI,1,0,0,0,18,1,1,3,0,1,0,0,1,0,1,1,4,90.0,1527.35,1
2594,3096-YXENJ,1,0,1,0,65,1,1,3,0,1,1,1,1,1,3,1,3,107.65,7082.85,0
3930,8849-PRIQJ,1,0,1,1,67,1,1,3,1,0,1,1,1,1,2,1,1,109.4,7281.6,0
2395,6486-LHTMA,1,1,1,0,31,1,1,3,0,0,1,0,1,0,2,1,1,90.7,2835.5,0
6715,1173-XZPYF,1,0,0,0,11,1,1,3,0,0,1,0,1,0,1,1,1,89.2,990.3,0
1061,4829-ZLJTK,1,1,1,0,72,1,1,3,1,1,1,0,1,1,3,1,1,112.4,8046.85,0
3441,4086-ATNFV,1,0,1,1,34,1,0,1,1,1,1,0,0,0,2,1,2,60.8,2042.05,0
4172,1905-OEILC,1,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,19.5,19.5,0
2684,5440-VHLUL,0,0,0,0,69,1,1,3,0,1,0,1,1,1,2,1,3,105.2,7386.05,0
1336,3733-LSYCE,1,0,1,0,15,1,0,3,0,1,0,0,0,0,1,0,3,75.35,1114.55,0
1159,4086-YQSNZ,1,1,1,0,3,1,0,3,0,0,0,0,1,0,1,1,1,80.4,224.05,1
6124,7153-CHRBV,1,0,1,1,57,1,0,1,1,0,1,1,0,0,2,1,2,59.3,3274.35,0
4199,4088-YLDSU,0,0,1,0,55,1,1,3,0,0,1,1,1,1,2,1,1,104.15,5743.05,1
918,6103-BOCOU,1,0,0,0,26,1,1,3,0,0,1,0,0,0,1,1,1,80.7,2193,0
659,2085-JVGAD,0,0,1,0,37,1,0,0,-1,-1,-1,-1,-1,-1,1,0,3,20.35,697.65,0
7039,2234-XADUH,1,0,1,1,72,1,1,3,0,1,1,0,1,1,2,1,4,103.2,7362.9,0
5126,4188-FRABG,0,0,1,0,57,1,1,3,1,1,1,1,1,0,1,1,1,103.05,5925.75,0
6702,2027-CWDNU,0,0,1,1,18,1,0,3,0,0,0,1,0,1,1,1,1,85.6,1601.5,0
3484,2921-XWDJH,1,1,1,0,38,1,0,3,1,0,0,0,0,1,1,1,1,83.45,3147.15,0
3227,7669-LCRSD,0,0,1,1,12,1,0,1,0,0,0,0,1,0,1,1,2,56.3,628.65,0
1609,3584-WKTTW,0,0,1,0,51,1,1,3,1,0,1,1,1,1,2,1,1,111.55,5720.35,0
5363,3810-PJUHR,0,0,1,1,70,1,1,0,-1,-1,-1,-1,-1,-1,3,0,2,25.35,1715.15,0
5232,1755-RMCXH,0,0,1,1,2,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,20.3,40.25,0
2823,4884-LEVMQ,0,0,1,0,39,1,0,0,-1,-1,-1,-1,-1,-1,3,1,3,20.45,790,0
5567,8133-ANHHJ,1,1,0,0,49,1,1,3,1,1,1,1,0,1,2,0,3,103.0,5166.2,0
1175,1346-UFHAX,1,0,0,0,13,1,1,3,1,0,0,0,0,0,1,1,4,80.0,1029.35,0
49,2954-PIBKO,1,0,1,1,69,1,1,1,1,0,1,1,0,0,3,1,4,64.15,4254.1,0
4741,6583-KQJLK,1,1,1,0,15,1,0,3,0,1,0,0,1,1,1,1,1,94.65,1285.05,0
2474,5630-IXDXV,1,0,0,0,47,1,1,3,0,1,1,0,1,1,1,1,1,106.35,4849.1,0
3273,7112-OPOTK,0,0,0,0,33,1,0,3,0,0,0,0,0,0,1,0,1,68.25,2171.15,1
920,7471-WNSUF,0,0,1,0,60,1,1,0,-1,-1,-1,-1,-1,-1,2,0,3,24.15,1505.9,0
4626,0929-PECLO,1,1,0,0,63,1,1,3,0,0,1,0,0,1,1,1,3,89.6,5538.8,0
2712,5133-VRSAB,0,0,0,0,8,0,-1,1,1,0,0,0,0,0,1,0,2,29.35,216.45,0
3995,0618-XWMSS,0,0,0,1,28,1,0,3,1,0,0,0,0,0,1,1,3,74.9,2068.55,1
5090,6502-HCJTI,0,1,1,0,7,1,1,3,1,1,0,0,0,1,1,1,4,94.7,673.1,1
3063,1666-JXLKU,1,0,0,0,37,1,1,3,0,0,1,0,1,1,1,1,1,100.05,3810.55,0
328,5697-GOMBF,1,1,1,1,28,0,-1,1,0,0,0,0,1,0,1,1,1,35.9,973.65,0
6806,4933-BSAIP,1,0,1,0,40,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,19.1,780.1,0
6162,9000-PLFUZ,1,1,1,0,60,0,-1,1,0,1,0,0,1,1,3,1,4,49.45,2907.55,0
1555,9651-GTSAQ,1,0,1,0,53,1,0,3,1,1,1,0,1,1,2,1,3,106.1,5769.75,1
5697,1984-FCOWB,1,0,1,0,70,1,1,3,0,1,1,1,1,1,2,1,1,109.5,7674.55,1
3331,7644-OMVMY,0,0,1,1,0,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,19.85, ,0
6805,4323-OHFOW,1,1,1,0,70,1,1,3,0,1,0,1,1,1,2,1,3,105.55,7195.35,0
810,2239-JALAW,0,0,0,0,58,1,1,3,0,1,1,0,1,1,2,1,3,103.25,6017.65,1
5428,7394-FKDNK,1,0,1,0,9,1,0,3,0,0,0,0,1,1,1,0,1,89.45,853.1,1
2756,5624-BQSSA,1,0,0,0,1,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,20.95,20.95,1
3823,9065-ZCPQX,0,0,1,0,72,1,1,1,1,1,1,1,0,1,3,0,3,78.85,5763.15,0
4925,5966-EMAZU,0,0,1,0,64,1,1,3,1,0,1,1,1,1,2,1,2,108.5,6880.85,0
1435,9052-VKDUW,1,1,1,0,65,1,1,3,1,1,1,0,1,1,1,1,4,109.4,7227.45,0
6031,0282-NVSJS,1,1,1,1,12,0,-1,1,0,0,0,1,0,0,1,1,2,29.3,355.9,0
5469,6538-POCHL,0,0,0,0,33,1,0,3,0,1,1,0,0,0,1,1,4,79.0,2576.8,0
4005,2565-JSLRY,0,0,0,0,1,1,1,0,-1,-1,-1,-1,-1,-1,1,1,2,24.05,24.05,1
6873,6369-MCAKO,1,0,1,1,68,1,1,1,1,1,1,1,1,1,3,1,3,89.05,6185.8,0
2495,6188-UXBBR,1,0,1,0,38,1,0,0,-1,-1,-1,-1,-1,-1,2,1,4,20.25,814.75,0
5292,0756-MPZRL,0,0,0,0,46,0,-1,1,0,0,1,1,0,0,2,0,4,33.7,1537.85,0
5108,7811-JIVPF,1,0,0,0,23,1,0,1,0,0,1,0,0,0,1,0,4,49.7,1081.25,0
1894,9281-PKKZE,1,0,1,0,46,0,-1,1,0,0,0,0,1,1,1,1,1,43.95,2007.85,0
1066,9646-NMHXE,0,0,1,0,47,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,19.65,973.1,0
854,7695-PKLCZ,1,0,0,0,68,1,0,0,-1,-1,-1,-1,-1,-1,3,0,4,20.5,1424.9,0
5715,0363-QJVFX,0,0,0,0,32,1,1,3,1,1,0,1,1,1,1,1,4,108.15,3432.9,1
3947,4324-AHJKS,1,0,0,0,5,1,0,1,1,0,1,0,0,0,1,0,4,55.8,300.4,0
124,7219-TLZHO,1,0,1,1,4,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,20.85,62.9,0
1374,8999-YPYBV,0,0,1,1,45,1,0,1,1,1,1,1,1,1,3,1,2,84.35,3858.05,0
2346,0020-INWCK,1,0,1,1,71,1,1,3,0,1,1,0,0,1,3,1,4,95.75,6849.4,0
1234,4525-VZCZG,0,0,0,1,54,1,0,3,1,1,0,1,1,1,2,1,1,105.85,5826.65,0
2916,4139-JPIAM,0,0,0,0,51,0,-1,1,1,0,0,1,0,1,1,1,4,44.45,2181.55,0
4754,2072-ZVJJX,0,0,1,0,68,1,1,0,-1,-1,-1,-1,-1,-1,3,0,3,25.25,1728.2,0
3920,6339-TBELP,0,0,0,0,71,1,1,3,0,0,1,1,0,0,3,1,4,86.4,6172,0
2292,7401-JIXNM,1,0,1,1,54,1,1,1,1,1,1,1,1,1,3,0,4,91.3,4965,0
4171,9025-ZRPVR,0,0,0,0,9,1,0,0,-1,-1,-1,-1,-1,-1,1,1,2,18.95,185.6,1
3749,4424-TKOPW,0,1,0,0,2,1,1,3,0,0,0,0,1,1,1,1,1,93.85,196.75,1
818,0115-TFERT,0,0,1,0,21,1,1,3,0,1,1,1,1,1,1,1,1,111.2,2317.1,1
6242,8265-HKSOW,1,0,1,1,72,1,1,3,1,1,1,1,0,1,3,0,4,107.45,7658.3,0
378,2863-IMQDR,1,0,0,0,61,1,1,1,1,1,1,1,1,1,3,0,1,89.65,5308.7,0
3036,4702-HDRKD,0,0,0,0,67,0,-1,1,1,0,1,1,1,0,2,1,3,49.35,3321.35,0
2085,8290-YWKHZ,1,1,1,0,32,1,1,3,0,0,0,0,1,1,1,1,1,93.2,2931,1
901,9734-YWGEX,1,0,0,0,9,1,1,3,0,0,1,0,1,1,1,0,4,98.3,923.5,1
3967,5914-GXMDA,1,0,1,0,32,1,0,0,-1,-1,-1,-1,-1,-1,2,0,2,19.3,593.2,0
4403,0257-KXZGU,1,0,1,1,32,1,1,1,0,1,1,0,0,0,1,0,3,62.45,2045.55,0
3751,2522-AHJXR,0,0,1,0,60,1,1,3,1,0,1,1,1,1,1,1,3,109.45,6572.85,0
6467,9494-MRNYX,0,0,0,0,10,1,1,3,0,0,0,0,0,0,1,0,1,75.05,786.3,0
6240,6521-YYTYI,0,0,0,1,1,1,1,3,0,0,0,0,1,1,1,1,1,93.3,93.3,1
4999,1699-TLDLZ,1,0,1,1,16,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,19.7,301.55,0
6565,1548-FEHVL,0,0,1,0,61,1,1,3,1,1,0,0,1,1,1,1,1,106.2,6375.2,0
2080,9919-FZDED,0,1,1,0,72,1,1,1,1,1,1,0,1,1,3,1,4,84.1,5981.65,0
6271,6726-WEXXK,0,1,1,0,27,1,1,3,1,0,1,0,0,0,2,1,1,85.9,2220.1,0
5235,4299-SIMNS,0,0,0,0,9,1,1,3,1,0,0,0,0,0,1,1,1,81.15,784.45,0
843,6549-NNDYT,1,0,0,0,13,0,-1,1,1,0,0,0,0,0,1,1,3,30.85,394.1,0
2181,1136-XGEQU,1,0,1,1,50,1,1,1,0,1,1,1,1,1,2,1,4,84.15,4164.4,0
6862,1273-MTETI,1,1,0,0,4,1,1,3,0,0,1,0,0,1,1,1,1,88.85,372.45,1
3787,2386-OWURY,1,0,0,0,58,1,0,3,0,0,0,1,1,1,1,1,1,95.3,5817.7,0
6346,9661-MHUMO,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,4,49.25,49.25,1
468,8896-RAZCR,1,0,0,1,44,1,0,0,-1,-1,-1,-1,-1,-1,3,0,2,19.9,868.1,0
5233,0302-JOIVN,1,0,1,0,8,1,0,3,0,1,1,0,1,1,1,0,1,101.15,842.9,1
1375,1839-FBNFR,1,0,1,1,39,1,0,0,-1,-1,-1,-1,-1,-1,3,1,3,19.85,854.8,0
4177,3470-BTGQO,0,0,0,1,21,1,0,1,0,0,0,0,0,0,1,0,2,45.65,985.05,0
3737,8601-QACRS,1,0,0,0,5,1,1,1,0,0,0,0,0,0,1,1,2,50.6,249.95,1
1585,4522-XRWWI,0,0,1,0,42,1,1,1,1,0,0,1,1,1,2,0,4,80.45,3375.9,0
2822,9170-GYZJC,1,0,1,1,41,1,1,1,1,1,1,1,0,1,1,0,4,79.9,3326.2,1
6433,2346-LOCWC,1,0,1,1,58,1,0,0,-1,-1,-1,-1,-1,-1,3,0,4,20.5,1191.4,0
290,7534-BFESC,0,1,0,0,24,1,1,3,0,0,0,0,0,0,1,1,1,76.1,1712.7,1
4130,4439-YRNVD,1,0,0,0,10,0,-1,1,0,1,0,1,0,0,1,0,1,36.25,374,0
1633,1478-VPOAD,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,43.8,43.8,0
1461,6234-PFPXL,0,0,1,0,22,1,1,3,1,0,0,1,1,0,1,0,4,95.9,2234.95,0
6308,5442-BHQNG,1,0,0,0,2,1,0,3,0,0,0,0,0,0,1,0,1,70.35,139.25,0
6566,3795-CAWEX,0,0,1,1,70,1,1,3,1,1,1,1,1,1,3,1,4,116.55,8152.3,0
3523,0378-CJKPV,1,0,1,0,72,1,1,3,1,1,1,1,1,1,3,0,4,112.1,7965.95,0
1997,0266-CLZKZ,1,0,1,1,67,1,1,3,0,0,1,1,1,1,3,1,3,105.65,6717.9,0
5050,7762-URZQH,0,0,1,0,66,1,1,3,1,0,1,0,1,1,3,1,4,106.05,6981.35,1
4361,8680-CGLTP,0,0,0,0,29,1,0,1,1,1,0,1,0,0,2,1,1,58.75,1696.2,0
133,3091-FYHKI,0,0,0,0,1,0,-1,1,0,0,0,0,0,1,1,1,1,35.45,35.45,1
6613,9770-LXDBK,1,0,0,0,3,1,0,0,-1,-1,-1,-1,-1,-1,1,0,2,20.4,63.15,0
1383,3334-CTHOL,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,3,49.95,49.95,1
5871,0733-VUNUW,0,0,0,0,24,1,1,1,1,0,0,0,0,0,1,1,3,55.65,1400.55,1
6292,0327-WFZSY,0,0,1,1,39,1,1,3,0,0,1,0,1,1,2,0,1,100.0,3835.55,0
5248,3239-TPHPZ,1,0,1,0,12,1,0,0,-1,-1,-1,-1,-1,-1,3,1,1,20.05,264.55,0
1552,2245-ADZFJ,1,0,1,1,31,1,1,1,0,1,0,1,1,1,3,0,3,80.55,2471.6,0
1008,8818-XYFCQ,0,0,1,1,32,1,1,3,1,0,0,0,1,1,1,1,4,99.55,3204.65,1
6369,6734-FQAJX,0,1,0,0,67,1,0,3,1,1,0,1,1,1,3,1,1,105.05,7171.7,0
511,8535-SFUTN,0,0,0,0,61,1,1,3,1,0,1,0,1,1,1,1,1,106.45,6300.15,0
170,7654-YWJUF,0,0,1,0,43,1,0,3,1,0,1,1,0,0,2,1,3,84.25,3539.25,0
4466,4806-KEXQR,0,0,0,0,4,1,0,3,0,0,0,0,0,1,1,1,1,79.9,324.3,1
3844,3594-UVONA,1,0,0,0,35,1,1,1,1,0,1,1,1,1,2,1,4,85.95,3110.1,1
1021,3422-WJOYD,0,0,1,0,28,1,0,1,1,0,0,1,0,0,2,0,2,54.35,1426.45,0
4264,8818-DOPVL,1,1,0,0,46,1,1,3,0,1,1,0,1,1,1,1,1,104.45,4863.85,0
6916,7242-EDTYC,0,0,0,1,44,1,0,0,-1,-1,-1,-1,-1,-1,3,0,3,19.55,819.95,0
600,5839-SUYVZ,0,0,0,0,16,1,0,3,0,0,0,1,0,0,1,1,4,74.55,1170.5,0
3023,0238-WHBIQ,0,0,1,1,72,1,1,1,1,1,1,1,1,1,3,0,4,89.7,6339.3,0
6987,5981-ZVXOT,1,1,0,0,35,1,1,3,1,1,1,0,1,1,2,1,1,108.35,3726.15,0
3978,0432-CAJZV,0,0,0,0,3,1,0,3,0,0,0,0,1,1,1,0,2,90.7,237.65,0
717,9944-AEXBM,0,0,0,0,32,1,1,3,0,0,0,0,0,1,1,1,3,85.65,2664.3,0
6673,3798-EPWRR,1,1,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,43.95,85.1,0
